Название;ID;Результат;Sprite;Источник наследования;Файл;Найденные модели
Шасси БТР-4;apc_ukr_btr4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov.txt;[]
ЛТ на базе БТР-4;light_tank_apc_ukr_btr4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov.txt;[]
ЗРК на базе БТР-4;sp_aa_apc_ukr_btr4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov.txt;[]
Мобильная установка с ПТУР на базе БТР-4;sp_atgm_apc_ukr_btr4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov.txt;[]
ИМР на базе БТР-4;arv_apc_ukr_btr4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov.txt;[]
САУ на базе БТР-4;sp_artillery_apc_ukr_btr4_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov.txt;[]
Шасси БТР-22;apc_rus_btr22_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov.txt;[]
ЛТ на базе БТР-22;light_tank_apc_rus_btr22_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov.txt;[]
ЗРК на базе БТР-22;sp_aa_apc_rus_btr22_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov.txt;[]
Мобильная установка с ПТУР на базе БТР-22;sp_atgm_apc_rus_btr22_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov.txt;[]
ИМР на базе БТР-22;arv_apc_rus_btr22_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov.txt;[]
САУ на базе БТР-22;sp_artillery_apc_rus_btr22_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov.txt;[]
Шасси БТР-16;apc_sov_btr16_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov.txt;[]
ЛТ на базе БТР-16;light_tank_apc_sov_btr16_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov.txt;[]
ЗРК на базе БТР-16;sp_aa_apc_sov_btr16_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov.txt;[]
Мобльная установка с ПТУР на базе БТР-16;sp_atgm_apc_sov_btr16_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov.txt;[]
ИМР на базе БТР-16;arv_apc_sov_btr16_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov.txt;[]
САУ на базе БТР-16;sp_artillery_apc_sov_btr16_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov.txt;[]
Шасси Volat V-2;apc_blr_volat2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov_volat2.txt;[]
ЛТ на базе Volat V-2;light_tank_apc_blr_volat2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov_volat2.txt;[]
ЗРК на базе Volat V-2;sp_aa_apc_blr_volat2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov_volat2.txt;[]
Мобильная установка с ПТУР на базе Volat V-2;sp_atgm_apc_blr_volat2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov_volat2.txt;[]
БРЭМ на базе Volat V-2;arv_apc_blr_volat2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov_volat2.txt;[]
САУ на базе Volat V-2;sp_artillery_apc_blr_volat2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov_volat2.txt;[]
РСЗО на базе Volat V-2;sp_mlrs_apc_blr_volat2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov_volat2.txt;[]
ТОС на базе Volat V-2;sp_tos_apc_blr_volat2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_sov_volat2.txt;[]
Шасси Pbv 302;apc_swe_pbv302_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_swe_pbv302.txt;[]
ЛТ на базе Pbv 302;light_tank_apc_swe_pbv302_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_swe_pbv302.txt;[]
ЗРК на базе Pbv 302;sp_aa_apc_swe_pbv302_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_swe_pbv302.txt;[]
Мобильный ПТРК на базе Pbv 302;sp_atgm_apc_swe_pbv302_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_swe_pbv302.txt;[]
ИМР на базе Pbv 302;arv_apc_swe_pbv302_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_apc_chassis_swe_pbv302.txt;[]
